Temperature (K),Luminosity(L/Lo),Radius(R/Ro),Absolute magnitude(Mv),Star type,Star color,Spectral Class
25131.14667950296,14501.14292858884,5.895427035339932,-3.9697136427004365,2.970553368235117,6,B
20354.11667437097,0.001399716366622134,0.010710615869116013,11.560113453351146,2.0,0,B
21322.773346424612,2059.5923140254736,2.034409635866406,7.225624007868643,2.3052150669602955,1,B
7194.770931845328,0.00013690849471139266,0.012729007168040986,14.08270992831959,2.0,9,F
6972.692063075153,1.102941756022767,0.8667505278506793,5.168479618967494,2.7712703466859456,16,F
10303.70831035674,8.01847938680634,1.3836863445231133,2.186767291069411,3.0,17,F
13458.320018162682,0.00014594575578829412,0.009249788470260732,12.704735360877239,2.0,15,F
7228.841309404749,9.042821535726168e-05,0.01276826188094974,12.952427361998012,2.0,9,F
7361.003471348138,1.266440038233159,0.2737045257447359,3.6190996023568816,2.1368965741244064,11,F
8449.735990537181,2.9835286993758876,0.5128833856998306,9.695190196272774,2.376701873172442,12,F
9396.508367886829,5.299314115009007,0.9008983210205346,6.291653009284836,2.669101975147351,14,F
7199.936900314711,0.0909633562409909,0.08335909376662817,13.338274052162104,2.0635583502860237,9,F
7076.015185045649,0.44482185305870525,0.35587939478266944,3.7457030774572413,2.310982321715662,12,F
7187.726168136523,0.00014828849762561687,0.012674816677973252,14.083251833220267,2.0,9,F
6849.745080830044,1.0434152492317135,0.820403645598575,5.568199837011411,2.729606178338064,15,F
7143.493103437375,0.0002465068965626256,0.011637557471355213,10.559288362449795,2.0,11,F
6649.062594645545,1.3600719003973225,1.095186803366792,2.707758359598498,3.0,16,F
6106.11534340607,1.0950039404125476,0.9422228059870441,3.9310956413433322,2.7280408784677292,13,F
7205.648690487404,0.00018435130951259621,0.011119594245938301,5.513581406810408,2.0,11,F
11400.481232859955,5.64895033074442,0.9583058713767842,5.459532390541862,2.713244787222995,16,F
8387.503770275038,25939.726362793386,0.01193882617502083,13.883923369111399,2.0,14,F
7224.387228024305,0.00013051494778125466,0.011877445604861007,8.617965416241772,2.0,10,F
7113.957804318961,0.32764799708557013,0.26499739743039186,3.9045672184319136,2.229032820045439,12,F
14232.278856479237,0.00014456569174550737,0.00892,12.929503647709153,2.0,16,F
9359.168904516246,51758.20477441079,1.0132652186769342,5.224473218034077,2.522732829381994,14,F
7174.419667613389,0.00016978361385529544,0.01257245898164145,14.084275410183585,2.0,10,F
5607.157367508067,0.8324975563011145,0.989745808732559,4.3125028113987005,2.9869019346908154,17,F
10834.665687615823,96737.48260062502,0.009269050513275714,12.042657199668593,2.0,11,F
5925.03121419533,1.340091098100537,1.1023542144603389,4.456497575658208,3.0,17,F
8744.956478027896,39426.5256915004,0.01149107748054961,13.579205507596262,2.0,13,F
12694.344530663251,2.9078682457981033,0.6128229881261097,8.529882542471348,2.314355981076327,16,F
7220.417838231685,0.7273101455894968,0.575889469257559,8.336637464553686,2.508570691164703,16,F
14638.457271613206,0.0001164703468251735,0.00892,12.897394682085913,2.0,16,F
13972.283735898662,0.00016254954395957877,0.00892,12.950056621668091,2.0,16,F
5469.220101088774,0.7250223106248408,0.9571693661571496,4.816988311202529,3.0,17,F
14484.617752205566,0.00012711142030198658,0.00892,12.909555908916557,2.0,16,F
7127.455779858995,0.00026254422014100533,0.011771201834508378,11.861176719873521,2.0,11,F
7044.574464923269,0.1041905540950202,0.08651655271427161,13.23090420631067,2.0373134060742184,12,F
12777.709295771616,2.294959351815518,0.39460236394445836,9.918917200818022,2.289751452913768,16,F
7145.354544001396,0.23068903315439312,0.18979440756469093,4.0360240386141575,2.1612212872540044,11,F
7211.563718281109,0.00017843628171889124,0.011070302347657426,5.033407406402775,2.0,11,F
12020.255544522699,0.00013752782467168709,0.010777419640294723,12.52092333664319,2.0,15,F
7223.665962434896,0.0001370063380859381,0.011733192486979153,7.916070236731933,2.0,10,F
12665.815188841429,1.0181061998634418,0.18081798135590543,10.971599177937756,2.1285394098122823,15,F
6958.643895367362,0.26527576108849615,0.20204542956165716,11.898980378194118,2.095163316437547,12,F
12150.08021365005,0.00015559710176658108,0.010611934277517046,12.660896622376693,2.0,15,F
7648.428319275189,0.00011644646009060134,0.012606606197281961,13.38254250047079,2.0,14,F
9023.93039673442,49952.296452032104,0.011141632070896343,13.341388492693344,2.0,13,F
7215.535906901562,0.00025533922792953125,0.01215404787586875,14.163172741037656,2.0,12,F
10729.999045656274,7.097051927633573,1.2017848035062337,3.4572661737490016,2.8960912999234933,16,F
6990.924808084651,0.4549427482020235,0.3643478502688252,10.37571941232863,2.3180034749718637,13,F
7206.793769056679,0.0001832062309433212,0.011110051924527676,5.4206254687208215,2.0,11,F
7987.874563076767,7.141665847684177,1.4928203582445558,2.454982899507061,2.7720648374580583,15,F
9346.492215488139,62122.65193201347,0.010737588039054523,13.066414082134328,2.0,12,F
11549.403600119356,1.4414457561087426,0.25285837608900663,10.742849874113304,2.1819852340775068,15,F
5388.575349048966,0.6968196426423846,0.9372968056817568,5.346552500754034,3.0,17,F
13002.110611385335,8.517380326327978e-05,0.009833604039911304,12.234588406150586,2.0,15,F
5440.415524160238,0.7020388677097374,0.9491402157937947,4.931548087724589,3.0,17,F
6414.305566414852,1.3995289967701392,1.1141562459559171,3.2656925564549972,3.0,17,F
14078.558821595112,0.0001188843124188292,0.009381984245779119,12.823367656858782,2.0,15,F
8184.074047966475,8.14125853735384,1.7001941177478632,0.8719199253053995,2.880134632666317,16,F
6507.280919619167,1.3770092137122902,1.027266123996508,2.7544401108701138,2.658683800111913,17,F
6690.204353577647,1.395117829090549,1.1125782615086277,2.5206730445100782,3.0,17,F
7375.137407369963,0.0001506078240787547,0.011581765277637358,7.619840034162774,2.0,12,F
7157.745125390796,0.00023225487460920395,0.011518790621743366,9.40232838965728,2.0,11,F
13503.203839993479,0.00015178680109504192,0.009193222557816436,12.750234029582431,2.0,15,F
7318.177761427576,0.0002245466715717271,0.012290903681903435,14.228179248904132,2.0,13,F
7686.455399706061,0.00011169307503674237,0.01274920774889773,14.184394082939335,2.0,14,F
7677.4683769652665,0.00011675948691042,0.01276995783595369,14.455729972078004,2.0,14,F
13234.060169057047,0.0001724465311252391,0.009443707175316758,12.874322727586362,2.0,15,F
12749.689616372303,0.00016491745517677157,0.009965723107743837,12.778954432239107,2.0,15,F
5744.641394956535,1.1262263363705376,1.0470278512759132,4.769904659111273,3.0,17,F
6891.729553840542,1.0227008802797715,0.8046815727241434,5.734088569385047,2.715159505622532,14,F
10365.833843714838,7.627859434516309,1.2910436434710642,2.8837499766750296,2.9631130526454674,16,F
14336.879105987655,0.00013733049662140723,0.00892,12.921234853281609,2.0,16,F
7398.392586062683,0.00020048222418119507,0.01239785678141691,14.278981971173033,2.0,13,F
5604.966084186246,0.8466955681724943,0.9959715351449988,4.354298123297191,3.0,17,F
7437.236384224875,0.3985437927472883,0.3213173652027762,11.109523641306467,2.2786464642366115,15,F
8453.4602561412,9.127993628335648,1.8758768727203257,-0.6662693300059557,3.0,17,F
14027.208917657767,0.00011958247562667889,0.009418288732587304,12.818131432799909,2.0,15,F
13866.633610556317,0.0001698573589536144,0.00892,12.958408410232703,2.0,16,F
5991.863961099893,1.0901005842926141,0.9848945276027756,3.6243187945705824,2.7369232563875654,17,F
6778.423872012873,1.5422134488551018,1.1316231321704135,2.3613550394349367,3.0,17,F
13162.997730062454,2.2390946354015124,0.4739275409953132,9.53269338413549,2.2420552715115005,16,F
7564.421741646004,3.0327999573394164,0.6415161556229307,9.142361343932532,2.3278644525941212,11,F
6838.76447194225,1.0891851802316208,0.8558745337842192,5.1942828929605795,2.7616196153287174,15,F
7117.597441691595,0.33988267690561214,0.2760647611995865,11.306769861608696,2.2376375439924,10,F
5899.037423411213,1.2083343426906872,1.050012567814043,4.620352354319003,3.0,15,F
9516.991276564866,68555.63333794713,0.010524019277789311,12.92106867516217,2.0,12,F
5850.006407039273,1.0111287106653122,0.9757449988977227,4.833060440050212,3.0,12,F
6167.4472322413185,1.1521060438108832,0.9506823768608715,3.7069170131869034,2.6735523761144733,14,F
7194.764472917503,0.7662088630116564,0.6060097302075728,8.008557310058414,2.5357746840747586,16,F
6010.127901214669,1.3635911532139717,1.107264056780762,4.274905971388463,3.0,17,F
9150.89534912687,7.726577729751245,1.6136029182265732,1.3175301865301297,2.835302495589238,16,F
10892.026755503877,5.379470002433598,0.9136832936525632,5.6959176594631185,2.6792199350282644,16,F
12519.588099401892,1.4772957482934614,0.2579394617934701,10.403983783185428,2.1865185103998543,15,F
7220.407751415548,0.00016633023726007125,0.011081550283109528,4.7453621898121945,2.0,10,F
14019.335507033917,9.977232357970605e-05,0.009296378492266819,12.61998934250424,2.0,15,F
12412.300781644395,0.0001596730691447315,0.010329333872631947,12.712525542499932,2.0,15,F
7692.203720403908,0.00010950236513216431,0.012803317565785571,14.463530746718137,2.0,14,F
7968.348817935395,4.513195540968064,0.9482151886286184,6.931837750723892,2.487906941700719,15,F
13384.555640394809,9.066239437994845e-05,0.009631623886817898,12.37948721163064,2.0,15,F
4123.810244022407,0.10964887245624325,0.7986634104017536,6.1579881567664865,3.0,9,K
4843.6024771203065,204958.53342274815,428.400395583944,0.16441500900589112,3.650660661526529,7,K
4205.3777691652085,385133.34053319594,804.1983625036344,-3.2034867746706714,4.222645420621036,8,K
8790.743906376189,170950.1501459501,357.6473523767686,0.9865405358009354,3.5426980635477916,12,K
6029.27068291518,0.5832453399984767,0.9195006726754099,4.697126249084807,3.0,9,K
6356.987142776893,0.18203690486065627,0.9145123644423524,5.711421182947682,3.0,11,K
4228.00375296565,453011.28277638345,945.7944626962958,-4.865742384543089,4.438130980625239,7,K
4048.6471571558113,128959.75067854102,701.9356518213577,-1.8287804069179785,3.914607833683503,10,K
4222.856572848879,0.16180370261124566,0.8064148622229558,6.009849299739067,3.0,9,K
4068.802421234901,350835.4506975942,1490.6811387851346,-10.956811387851348,5.0,9,K
5030.217943883292,21023.864550789855,115.17138104090498,3.4819711560660824,3.1491012873595414,8,K
5097.614969450768,3698.5056174242054,20.979952211268483,4.4692730711703135,3.0262261267989654,8,K
6331.84209718221,0.5678228220179875,0.933849828598649,4.7027755230703345,3.0,9,K
9403.626323830584,0.4112493810588291,1.0795262168903201,4.760128431846583,3.0,12,K
4050.6338600878776,280442.7649425399,1525.5353123247437,-11.30070736611135,4.988955765752795,10,K
4065.5586085642,52039.94648995821,283.73046058590603,2.976799446517269,3.3690771430903315,10,K
4164.795897293868,199333.8158158544,1084.5727338598165,-6.143919025496956,4.413714687695235,12,K
8736.037059388724,0.28328994970714855,1.0392174012937307,5.172397620676651,3.0,12,K
8991.957027272703,64502.037578077085,351.7428236755145,1.0814415059117426,3.4574593066281087,13,K
4965.968470517607,0.16810510895375444,0.8846218327095339,6.378198931106961,3.0,17,K
4198.175987286123,180912.7193957716,984.4236452682766,-4.974897321971698,4.283068542911455,12,K
4022.183881690558,249324.93506278348,1356.3489785907734,-9.348618909286266,4.768261880949741,10,K
5031.7786075630975,0.5647003341426581,0.8744941376846316,4.929973144351166,3.0,9,K
8037.101985030011,106230.15075205997,578.5650003298414,-1.3112692891983873,3.753403746344884,12,K
8501.760108685265,0.2894968029300595,1.042312023414048,5.351129990895672,3.0,15,K
4679.849999907195,589958.2620101362,1231.492590309702,-8.311454263001389,4.8728832994279525,7,K
4216.631062450332,0.10614679787666503,0.8167687625200963,6.314453085436954,3.0,12,K
4716.557426707674,0.30811244460675835,0.8685770165422942,5.91221525397916,3.0,14,K
4888.925097128903,170348.56729891198,356.2070104976699,0.92693375533233,3.540787643323872,7,K
4054.5285632240234,102208.84727021499,556.4936971308305,-0.15751246966385501,3.7248850572895735,10,K
4127.641478583229,0.0926695335048098,0.8028951080196571,6.259354857563781,3.0,10,K
7662.064343612927,0.26066815526696235,1.0048630448320834,5.595042960829525,3.0,15,K
4254.470365104782,588381.202413471,1341.191139860488,-9.46191139860488,5.0,7,K
4379.46808627095,80865.07912956784,440.4994531408736,1.3742287121427186,3.57351042555401,15,K
4127.235139790451,150705.4840380837,315.17248518243036,2.5373917300614934,3.478429902766205,9,K
7132.862154740584,0.24249945169582277,0.9812615426440834,5.7487644430049505,3.0,16,K
4224.703072947641,550296.5786241873,1365.1581875899512,-9.70158187589951,5.0,7,K
4600.921557762856,0.360881399981407,0.8360025566944844,5.444395583172077,3.0,8,K
4411.933146222296,300678.39746746665,628.0584932600932,-0.9899581817264007,3.9545343412360117,12,K
4389.1823033876935,360649.2238478896,753.1533838393874,-2.485040765660619,4.144917963282901,11,K
4082.33801661626,16014.132688154195,34.200943462723615,5.835833712592099,3.05083825348819,9,K
4376.010427269476,562028.4689658172,1173.2172863938508,-7.7024669933329335,4.7842171460133915,7,K
4312.929078191556,610199.6328177444,1273.698152788606,-8.763762902668129,4.937141628626532,7,K
4739.063498999425,0.3264322338271768,0.8689994854760984,5.8420854109676625,3.0,14,K
8524.920769786946,198044.51285300057,414.1528928567533,0.38530338455295343,3.6287119621526536,11,K
7430.44212959834,309600.64612597396,646.804225999432,-2.0901817375174545,3.9828586176705945,10,K
9896.608927751553,58233.445427792496,122.57563690272423,3.4877793054867823,3.1848670521478137,13,K
8927.075558632714,157054.3723664654,328.6675811118323,1.2948946364987286,3.49858445829775,12,K
6823.549966305736,371458.9049942568,775.8101889111772,-3.4628467359618957,4.179234153928741,9,K
4283.1604010182755,213065.57507192245,1159.229583727673,-7.4617067963867925,4.511102277086097,9,K
9108.430785244773,0.310325174239709,1.06936848614472,5.174905633638541,3.0,14,K
4099.446961082186,260291.71392562357,1415.9802527236416,-10.152932849051297,4.846040180342414,9,K
4872.955051346142,182543.86279225853,381.6453383088525,0.6582498335568996,3.5795029058275363,7,K
4058.852190133089,338105.00796439353,1498.692538091373,-11.03692538091373,5.0,9,K
10050.202552993433,0.34265832107788485,1.1113698778707817,4.901341852056719,3.0,14,K
4332.859229284104,509115.8684831646,1062.844274998885,-6.186338681438732,4.616240759128834,9,K
4417.156079108066,178620.09029157282,971.9625007962865,-5.498798367122506,4.266807513020847,9,K
4978.961710844288,0.5599460216523062,0.8655883078052051,4.878979006389413,3.0,8,K
4064.8276687677453,55364.542626576265,301.80595333789324,2.769094650808599,3.3926558462017713,10,K
4065.432656349066,52612.8257474071,286.8451471343646,2.94100870254582,3.3731401177720715,10,K
5000.798563437127,0.5714446541770379,0.8672972788776883,4.846318670337514,3.0,8,K
8000.681719605776,0.48275956795702735,1.0129929294465752,4.733934224191565,3.0,11,K
4113.398080711164,227698.1532179219,1238.779762287455,-7.943949016816063,4.614880310328125,11,K
4258.73683357919,593839.7723733757,1337.756005316755,-9.42756005316755,5.0,7,K
4549.352866851787,429658.011109915,897.1040014560743,-4.786111767390529,4.363993050056273,7,K
9757.77663748084,31034.960428267786,169.82529355073984,3.0004603803874668,3.2201038490553535,13,K
6332.805800323818,0.5677737006260499,0.9338955312856532,4.702793516254194,3.0,9,K
4170.826681493659,481366.4895580628,1408.53660570915,-10.1353660570915,5.0,8,K
4026.2830845128055,230680.17945888793,1254.979329186196,-8.183784146022486,4.6360295318449865,10,K
4052.8812813542745,330465.7570267925,1503.4999977331393,-11.084999977331393,5.0,9,K
4015.431032092934,280039.4997811353,1523.3409587089257,-11.267517364301483,4.986095738937618,10,K
4825.297919310454,0.3966264633294988,0.8706182203283532,5.573375425493365,3.0,12,K
4767.635922402257,262969.2990147988,549.405817101886,-1.1136647237050523,3.834822006297558,7,K
4470.238943638353,490072.21933136054,1023.1227956729621,-6.117143590666263,4.555784379058539,7,K
9727.054513770376,75515.49562828404,158.6175101787058,3.104282164675115,3.239730734667366,13,K
4565.532516407993,417302.65471327235,871.3318004943787,-4.513901420917644,4.3247696571927445,7,K
5052.911543549457,0.5988857886323229,0.8713756860169141,4.76837577834342,3.0,8,K
8547.483846246996,0.2910666018677659,1.0443512230144998,5.3378482606678235,3.0,15,K
4178.053969433893,303161.9523988822,633.2027709517596,-1.1960982877433484,3.9624187565132676,8,K
8569.948117022297,0.27622115681948833,1.0305113512298845,5.210028547519783,3.0,12,K
8220.363744043085,229086.87668318718,478.8920256780829,-0.3035418412625299,3.727259204758588,11,K
10300.265481679735,0.351243544875076,1.1225222519210545,4.828704125223622,3.0,14,K
4257.325145954382,271410.15057999105,1476.436584997914,-10.782772759213941,4.9248945898842225,10,K
4851.405323820748,0.4927786487751765,0.8556056340381455,5.069758993937663,3.0,8,K
4271.906013488991,140224.1555826313,763.2140880813224,-2.3927592614501307,3.994497011784771,14,K
6723.484519192386,0.5478602214200219,0.9524230906934594,4.710087830981677,3.0,9,K
5897.3969418920915,0.1624766144706712,0.8904215656164517,5.815550964141427,3.0,11,K
4507.150769901834,10402.266510275304,57.41767003239164,5.845871190143281,3.0737738947090656,17,K
4883.20469971222,0.44376218730841077,0.8717052076737789,5.3929355261527085,3.0,11,K
7394.026116004019,313312.3948222285,654.5451117502959,-2.1725472552605156,3.994641953542277,10,K
4100.113959311245,0.08850055508499928,0.7986035125874993,6.242311092847497,3.0,10,K
4157.388343224909,203421.7397181846,1106.7973530526028,-6.403342876021602,4.442707071526777,12,K
4267.735836052997,572207.5159563915,1194.4425686668062,-7.784726088693533,4.816531771933308,7,K
4403.583873869177,67556.56951511696,368.14571924770877,2.2188004046238614,3.4791237813339446,16,K
4089.041279638615,241139.66823919053,1311.8566002764228,-8.796961369055472,4.710210255817554,11,K
4184.214920341712,321644.8026286199,671.7587351794253,-1.6487228144377575,4.021094479444874,8,K
10391.079269959559,0.36091742602780597,1.1263552153440926,4.77856504541106,3.0,13,K
4221.160966148872,545764.7655139979,1368.0101044610185,-9.730101044610185,5.0,7,K
6474.1491014767635,0.21988434832920076,0.9518840799374422,5.940105954822546,3.0,16,K
4972.309094582629,0.5162925565117983,0.8733778157686158,5.115282582409762,3.0,10,K
4126.903884238404,149711.71751602055,313.09944850253163,2.561727971285258,3.4752750879847993,9,K
8788.057551009078,171223.9603477649,358.2183860493361,0.9804645535937979,3.543567302776281,12,K
4338.062819180462,103714.94015601011,564.7261931815323,-0.0758469431437554,3.7355662654385062,15,K
6387.70639040871,178310.37549420787,970.3726385419801,-5.444385280698181,4.264611661187159,11,K
4740.751589494115,0.3278063279670532,0.8690311731816301,5.836825251849394,3.0,14,K
7156.346269962132,337538.2166955357,705.0682841653029,-2.710130083365123,4.071549368149517,10,K
4654.036006240645,0.10955881745479906,0.8252470729682269,6.097260412961217,3.0,10,K
5077.782207916507,235555.36255317414,1281.5401364138752,-8.72684135367798,4.670604991178476,10,K
4366.895731273994,191540.22376941144,1042.2043836702724,-6.235064355904206,4.358439870056529,9,K
4440.8777710798795,512493.4559547534,1069.891549039302,-6.611123075650022,4.626962979200291,7,K
14041.396671094788,187597.87482622216,262.8909812286354,-6.780739666212216,4.2248671766388854,0,O
11171.22978418726,344869.378753518,174.11033151225,-7.158478122385643,4.060501058435811,0,O
13236.370058118275,333611.692102561,71.16205811967185,-6.922189435897713,2.644082573806139,0,O
30098.77635088843,648236.7028390293,144.29809131465112,-6.077535505403174,4.0,0,O
37517.965988433454,202532.80890460865,6.8232808904608655,-4.560781257649769,3.0,0,O
9652.019069311376,238646.0299917923,39.247640098492134,-7.300178374076636,4.0,0,O
33864.547303269945,304309.58944753173,1439.4420421792383,-7.464869305263262,4.804017137580855,0,O
11041.546344151711,111838.85036658813,15.075455645916588,-5.971147294607047,3.931467819860451,0,O
16338.538000792008,194794.71470778776,716.7416962598663,-7.662352551704002,4.674669669236736,0,O
14550.13056042106,336554.4702669768,58.12084467428383,-6.6585301205887815,3.0736725743329707,0,O
12929.66956769674,240435.43637808392,35.0,-7.049656536001931,4.0,0,O
34440.75965159403,198000.0,15.132359736424434,-2.9016995826977947,3.1712624908480707,0,O
21338.41168354344,240975.76159501655,52.124159681292284,-6.491187062550025,4.0,0,O
14015.31295346293,402972.3231069779,41.41793960061761,1.4679821580645829,4.0,0,O
27827.140673829563,198914.6078336835,483.4180931478445,-6.183485275682831,3.914607833683503,0,O
15026.66722001635,788026.6672200164,23.44983352527761,-6.224845545349849,2.6982563583678716,0,O
14804.349502182762,468898.3119341824,112.45805893645941,2.3065297885236724,4.0,0,O
11574.458926565068,113309.75544246126,74.50092087024906,-7.045654032041305,2.5231308993633754,0,O
23700.449564539915,244010.82288022502,35.28848739478862,-6.26541042781018,4.0,0,O
36766.66812719407,199366.53138422006,10.291102092281337,-4.468326569211003,3.0,0,O
28307.49715973517,198000.0,33.27698837181583,2.61008506176697,3.801284318465828,0,O
23019.280730001163,347793.0520684368,86.06626540548322,-5.910936275907873,4.0,0,O
13540.951534401902,117536.15714635498,52.58487326016072,-5.970897728609905,4.0,0,O
26374.43683140902,349344.1275352594,76.08742234072386,-6.138839760821336,4.0,0,O
18698.176373001417,262897.3983014965,509.4244774323952,-6.666393853696265,4.2709928319590125,0,O
10167.390502590122,109251.88184779901,64.4463835746443,-6.952757508719398,2.8313065052400734,0,O
20937.72540405795,751484.5245967625,87.03900833381594,-7.262921900754351,3.887801335581968,0,O
10620.65047664312,246698.41125746872,35.641534271455726,-6.637519972755978,4.0,0,O
10654.075406971155,114201.51213097747,13.390428714301557,-6.06178846797792,4.0,1,O
36235.682847480406,202229.2067867904,11.259855892358424,-3.3404484634827334,3.1368965741244064,0,O
30677.572304741494,199845.83917854496,26.892801796237713,0.9926896355352968,3.623298126827558,0,O
15574.505978990434,248779.6742532387,35.66910197514735,-6.253272450621316,4.0,0,O
36169.49766600938,271061.17111153994,1275.9800369898962,-9.120934788239177,4.936441649713976,0,O
29698.50020405235,281249.94312971726,1239.7138839627382,-7.316422489732145,4.689017678284338,0,O
34614.96418723707,723389.2319490893,84.86597706809809,-6.14707825288318,4.0,0,O
27518.673842886135,257975.44249577555,507.6484002650641,-6.683702547142762,4.270393821661936,0,O
28826.13367687055,262634.3037022986,668.5495400710874,-6.8245370688265234,4.362442528644787,0,O
31025.09897474906,813107.3315750771,1279.0979857261616,-10.653685324058973,2.768408123476139,0,O
31174.659202999672,271002.78599277826,957.5683108169127,-7.0775111645022175,4.527785074838051,0,O
24593.980699034662,223212.87775777018,55.68446329467868,-6.1029791962856015,4.0,0,O
37620.707426542605,202336.81976589336,9.39276055420881,-4.662721822338989,3.0,0,O
35744.28451167597,208545.08407627896,21.699573744175957,-4.991842240687385,3.2392149513831026,0,O
19385.06889694333,402046.32941631484,71.77445604861008,-1.3644330163416702,4.0,0,O
15140.538307789151,471566.2738164819,117.10899559067187,1.9841270223509069,4.0,0,O
22103.296510598615,223878.95616152862,51.568248439991706,-6.675507262437518,4.0,0,O
24062.052066964574,446249.71257089876,143.62294624217424,-5.899203739739611,4.0,0,O
10581.240613896307,110476.62594781432,41.072789248381376,-6.488035456820759,3.352154002749272,0,O
9126.794336208588,239196.48984973185,35.68631642209057,-7.314835064523345,4.0,0,O
36663.53238868546,269750.7786736111,1213.4754249418447,-8.96416789048022,4.892108573006696,0,O
17326.112599733602,235291.97713502977,81.49139908703675,-6.870513904874224,4.0,0,O
29198.87781152595,608071.5556502796,1324.3716507639379,-9.071136650798291,4.63641041126378,0,O
29965.145795759185,199540.344307274,28.89659876820686,1.5481018435300742,3.685644018923673,0,O
14391.093048037594,242862.86894136475,59.90282248474103,-6.5730280958012335,4.0,0,O
33183.268214341115,663641.7853859828,1769.687343810027,-10.413881444799289,4.907566473926093,0,O
33681.1401492357,198000.0,17.379616199487597,-2.2190516258734885,3.249292229148875,0,O
31554.905169170896,200462.29753821378,27.345124985788118,0.6351863254694616,3.5896170769643705,0,O
24096.496450814302,239085.6837395815,40.37787495205293,-6.184442898490067,4.0,0,O
14882.85030208762,345012.9113793541,90.9072568697597,-6.707730183064969,4.0,0,O
19381.831233903584,154463.35711452138,70.15174333633466,-5.740036941388716,4.0,0,O
15064.988376689857,342911.59005811653,49.703098798136224,-6.347878793093254,4.0,0,O
29305.383072300894,175444.45712999086,11.035429172540933,-4.679218148762929,3.1612212872540044,0,O
13417.00627860519,254086.483969204,158.8182013575249,-6.354320150607299,4.070302347657427,0,O
25176.318685321592,558728.6378683497,561.3017575127126,-6.908494353419111,4.191879620435583,0,O
37939.80366382815,201800.42253906254,10.453361502604169,-4.590021126953127,3.0,0,O
31051.090026190264,810183.5430659227,1290.982984703367,-10.65699327606058,2.808029257868448,0,O
31550.247265212944,195251.4090765876,15.265260416002846,-4.780876170815718,3.1963279231008856,0,O
20748.01280039405,150134.29941113965,102.6508770305278,-5.79261353238732,4.0,0,O
31333.90179276575,659223.5230116969,1749.0357806966438,-10.464601140723982,4.892558998489978,0,O
27121.023610070115,201335.9074984446,566.7727550223137,-6.577139984764534,4.078684483831301,0,O
32621.126329710845,198385.11968967188,209.46092743622808,-5.150983394860157,3.3851196896718747,0,O
31548.73017300769,636896.1342915078,1770.1330514978936,-10.334484174127795,4.896091299923493,0,O
38080.33395038137,202091.97915016883,10.472798610011253,-4.604598957508441,3.0,0,O
25145.80483017899,519535.55707179976,355.6327161876813,-6.4102553615069615,4.110051924527677,0,O
21637.503419072014,226646.96260067108,51.98542642407728,-6.243667930809557,4.0,0,O
35009.19273858516,198114.57844227474,8.017280674666036,-4.497391675933537,3.0,0,O
28670.92755069668,199091.91140446503,33.8316193521988,2.701856838426533,3.8180147659224932,0,O
11219.792407850819,236771.6893321015,38.06392716836044,-7.142237428224007,4.0,0,O
9900.370365159553,108461.664981912,79.52725512387903,-7.25260071952183,2.4952506082721535,0,O
